HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,31QNSG6A5RTV56AZ51O735UU51487D,A1V9G7V6ZYACIR,Approved,Sun Dec 02 18:03:43 PST 2018,Sun Dec 02 18:27:54 PST 2018,Mon Dec 03 18:27:54 PST 2018,2018-12-04 02:28:13 UTC,,,1451,100% (1/1),100% (1/1),100% (1/1),72263,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,31UV0MXWNQC9788TQUL1IAACHRD5I2,ALAH066L214OG,Approved,Sun Dec 02 17:59:13 PST 2018,Sun Dec 02 18:10:52 PST 2018,Mon Dec 03 18:10:52 PST 2018,2018-12-04 02:11:14 UTC,,,699,100% (1/1),100% (1/1),100% (1/1),57715,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,320DUZ38G7M3IGHJP8PSY8G1KFIJGC,A1FH0Y12VSXUMK,Approved,Sun Dec 02 18:08:54 PST 2018,Sun Dec 02 18:19:16 PST 2018,Mon Dec 03 18:19:16 PST 2018,2018-12-04 02:20:13 UTC,,,622,100% (1/1),100% (1/1),100% (1/1),74690,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,323Q6SJS8IG1DAQYQOGP4A0A68HHF9,A3TJV6KCB2XCTE,Approved,Sun Dec 02 18:20:17 PST 2018,Sun Dec 02 18:22:31 PST 2018,Mon Dec 03 18:22:31 PST 2018,2018-12-04 02:23:13 UTC,,,134,100% (1/1),100% (1/1),100% (1/1),89463,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,32EYX73OY093LM1RHINI4E3J34NRU8,ABE5IU94FAS3T,Approved,Sun Dec 02 18:01:21 PST 2018,Sun Dec 02 18:02:41 PST 2018,Mon Dec 03 18:02:41 PST 2018,2018-12-04 02:03:14 UTC,,,80,100% (1/1),100% (1/1),100% (1/1),54100,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,32SVAV9L3F9RNB2R0N5VMFO9QNG3A5,A2NKE99I9M8EP3,Approved,Sun Dec 02 17:56:27 PST 2018,Sun Dec 02 18:00:58 PST 2018,Mon Dec 03 18:00:58 PST 2018,2018-12-04 02:01:14 UTC,,,271,100% (1/1),100% (1/1),100% (1/1),78227,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,32UTUBMZ7GWGIU92QBBX0L0YZPUVBP,A35CL66BEUSJ5Z,Approved,Sun Dec 02 17:58:42 PST 2018,Sun Dec 02 18:02:35 PST 2018,Mon Dec 03 18:02:35 PST 2018,2018-12-04 02:03:14 UTC,,,233,100% (1/1),100% (1/1),100% (1/1),65061,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,32XVDSJFPZX34UFXTQHVCWEHEQ9M21,AVX4QZUP2NG9O,Approved,Sun Dec 02 18:14:11 PST 2018,Sun Dec 02 18:17:46 PST 2018,Mon Dec 03 18:17:46 PST 2018,2018-12-04 02:18:13 UTC,,,215,100% (1/1),100% (1/1),100% (1/1),53864,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,32ZKVD547FNW6L7J615RHQ8F855B3C,A2XQ3P6M9NZNYB,Approved,Sun Dec 02 18:11:13 PST 2018,Sun Dec 02 18:17:09 PST 2018,Mon Dec 03 18:17:09 PST 2018,2018-12-04 02:17:13 UTC,,,356,100% (1/1),100% (1/1),100% (1/1),97276,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,32ZKVD547FNW6L7J615RHQ8F85A3B9,AWPZQ3W3CEJOJ,Approved,Sun Dec 02 18:27:48 PST 2018,Sun Dec 02 18:30:58 PST 2018,Mon Dec 03 18:30:58 PST 2018,2018-12-04 02:31:13 UTC,,,190,100% (1/1),100% (1/1),100% (1/1),79106,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,336YQZE83VEV3RYKB9JTA3HTY0VM5X,A2WCCV1W8UE8ED,Approved,Sun Dec 02 17:53:48 PST 2018,Sun Dec 02 18:01:18 PST 2018,Mon Dec 03 18:01:18 PST 2018,2018-12-04 02:02:13 UTC,,,450,100% (1/1),100% (1/1),100% (1/1),50984,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,338JKRMM26Z6HJ9QF8UXQ9PJ9S5AHQ,A7K3HIKQPW1HJ,Approved,Sun Dec 02 18:22:50 PST 2018,Sun Dec 02 18:27:38 PST 2018,Mon Dec 03 18:27:38 PST 2018,2018-12-04 02:28:13 UTC,,,288,100% (1/1),100% (1/1),100% (1/1),20134,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,33NF62TLXJ28K2D2FZA7W08URWVJKB,AJSOA5J0L6I3C,Approved,Sun Dec 02 17:53:55 PST 2018,Sun Dec 02 18:00:17 PST 2018,Mon Dec 03 18:00:17 PST 2018,2018-12-04 02:01:13 UTC,,,382,100% (1/1),100% (1/1),100% (1/1),50908,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,345LHZDEDXSB2KGP6SMMMG03XQ83UH,A1PUIGT83JOHH6,Approved,Sun Dec 02 17:56:33 PST 2018,Sun Dec 02 18:01:10 PST 2018,Mon Dec 03 18:01:10 PST 2018,2018-12-04 02:01:15 UTC,,,277,100% (1/1),100% (1/1),100% (1/1),79129,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34BBWHLWHAB3KRNDMV8A8ANP1OHWIA,A31JM9RECQGYEX,Approved,Sun Dec 02 18:04:44 PST 2018,Sun Dec 02 18:11:45 PST 2018,Mon Dec 03 18:11:45 PST 2018,2018-12-04 02:12:13 UTC,,,421,100% (1/1),100% (1/1),100% (1/1),90275,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34HJIJKLP5WWXVOTBW1AS7USPXDV4J,AVZOGPWNTUPC4,Approved,Sun Dec 02 17:58:57 PST 2018,Sun Dec 02 18:07:54 PST 2018,Mon Dec 03 18:07:54 PST 2018,2018-12-04 02:08:14 UTC,,,537,100% (1/1),100% (1/1),100% (1/1),15074,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34HJIJKLP5WWXVOTBW1AS7USPXGV4M,AF3EMBTO817L3,Approved,Sun Dec 02 18:10:02 PST 2018,Sun Dec 02 18:13:31 PST 2018,Mon Dec 03 18:13:31 PST 2018,2018-12-04 02:14:13 UTC,,,209,100% (1/1),100% (1/1),100% (1/1),72094,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34PGFRQONOBZF27J4DTAKB2PE35JW8,A1JIN7UH87A1W,Approved,Sun Dec 02 17:57:58 PST 2018,Sun Dec 02 18:09:49 PST 2018,Mon Dec 03 18:09:49 PST 2018,2018-12-04 02:10:14 UTC,,,711,100% (1/1),100% (1/1),100% (1/1),26480,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34Q075JO1XDZCVQULHUJ9GXZJHR10L,A2K866HBLUU83E,Approved,Sun Dec 02 18:00:02 PST 2018,Sun Dec 02 18:04:35 PST 2018,Mon Dec 03 18:04:35 PST 2018,2018-12-04 02:05:13 UTC,,,273,100% (1/1),100% (1/1),100% (1/1),21717,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34S9DKFK73PZNXT4YC3QYF4MYVDYNT,A20IA63WXHF683,Approved,Sun Dec 02 18:11:25 PST 2018,Sun Dec 02 18:25:02 PST 2018,Mon Dec 03 18:25:02 PST 2018,2018-12-04 02:25:13 UTC,,,817,100% (1/1),100% (1/1),100% (1/1),24328,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34V1S5K3GS1CFBF4RJPTXNP9UW4966,A2MCRVU8I9VNHG,Approved,Sun Dec 02 18:11:57 PST 2018,Sun Dec 02 18:16:14 PST 2018,Mon Dec 03 18:16:14 PST 2018,2018-12-04 02:17:13 UTC,,,257,100% (1/1),100% (1/1),100% (1/1),66806,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,34YB12FSQYOTJON4S52KE08IO99GM9,A2AAG78CGKX2U5,Approved,Sun Dec 02 17:53:16 PST 2018,Sun Dec 02 17:56:18 PST 2018,Mon Dec 03 17:56:18 PST 2018,2018-12-04 01:57:13 UTC,,,182,100% (2/2),100% (2/2),100% (2/2),63300,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,351SEKWQS0HQ74DDQF1C8F5LBHVMD7,A3HL2LL0LEPZT8,Approved,Sun Dec 02 18:01:26 PST 2018,Sun Dec 02 18:13:07 PST 2018,Mon Dec 03 18:13:07 PST 2018,2018-12-04 02:13:13 UTC,,,701,100% (1/1),100% (1/1),100% (1/1),43831,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,352YTHGROVDRFUT967K6D63JHIC4HC,A1N8WKXWLOLBRR,Approved,Sun Dec 02 18:32:10 PST 2018,Sun Dec 02 18:39:41 PST 2018,Mon Dec 03 18:39:41 PST 2018,2018-12-04 02:40:13 UTC,,,451,100% (1/1),100% (1/1),100% (1/1),14557,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,3570Y55XZPJTD5CIB8QV8VVPXJNGYZ,A2X9VV3B0FZKHY,Approved,Sun Dec 02 17:53:32 PST 2018,Sun Dec 02 17:57:56 PST 2018,Mon Dec 03 17:57:56 PST 2018,2018-12-04 01:58:14 UTC,,,264,100% (1/1),100% (1/1),100% (1/1),71229,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,358010RM5ETNVXC3V73FPIRQISHVXX,A3J0PZ3P3J90DU,Approved,Sun Dec 02 17:56:41 PST 2018,Sun Dec 02 18:03:46 PST 2018,Mon Dec 03 18:03:46 PST 2018,2018-12-04 02:04:14 UTC,,,425,100% (1/1),100% (1/1),100% (1/1),22034,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,358UUM7WRZ31NBPV4AU7UMPZVTQR76,A33MAJJ3MCBS7Y,Approved,Sun Dec 02 18:00:22 PST 2018,Sun Dec 02 18:06:00 PST 2018,Mon Dec 03 18:06:00 PST 2018,2018-12-04 02:06:14 UTC,,,338,100% (1/1),100% (1/1),100% (1/1),35589,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,35GCEFQ6I5OSOJAZCFLU38FIZ8P3Z8,A1PPKQWLKLIG20,Approved,Sun Dec 02 18:04:38 PST 2018,Sun Dec 02 18:07:23 PST 2018,Mon Dec 03 18:07:23 PST 2018,2018-12-04 02:08:13 UTC,,,165,100% (1/1),100% (1/1),100% (1/1),71737,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,35GMH2SV3EHJZDCPZQR961CB6TAOEG,A3PUU1XU4C1A3V,Approved,Sun Dec 02 18:00:21 PST 2018,Sun Dec 02 18:05:53 PST 2018,Mon Dec 03 18:05:53 PST 2018,2018-12-04 02:06:14 UTC,,,332,100% (1/1),100% (1/1),100% (1/1),41113,,
3FI30CQHVKJSGKW7Z1YN09PC3N9B68,36872VQHZ42V7MBLIPXPIFK08KK9MC,Answer Survey About An Article,Give us your opinion about an article,"survey, demographics, article",$0.40 ,Sun Dec 02 17:52:43 PST 2018,200,BatchId:3457539;OriginalHitTemplateId:920937340;,1500,86400,Sun Dec 02 19:16:04 PST 2018,,,35LDD5557A4YLAJNIWNZCS0BVQUKMK,A3Q3PCMTLK6JF1,Approved,Sun Dec 02 18:09:53 PST 2018,Sun Dec 02 18:20:35 PST 2018,Mon Dec 03 18:20:35 PST 2018,2018-12-04 02:21:13 UTC,,,642,100% (1/1),100% (1/1),100% (1/1),97220,,
