StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_4_TEXT,Q2,Q3,Q3_4_TEXT,Q4,QT1_First Click,QT1_Last Click,QT1_Page Submit,QT1_Click Count,QT1_First Click,QT1_Last Click,QT1_Page Submit,QT1_Click Count,Q7,Q8,Q9_1,Q10_1,Q11_1,QT2_First Click,QT2_Last Click,QT2_Page Submit,QT2_Click Count,Group,mTurkCode
12/2/2018 18:56,12/2/2018 19:00,IP Address,73.15.180.81,100,235,TRUE,12/2/2018 19:00,R_1QADBmBEJtdDW5i,,,,,37.99389648,-121.8088989,anonymous,EN,Male,,USA California ,Independent,,49-59,,,,,0,0,165.887,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,4.568,20.896,21.572,5,Treatment,79129
12/2/2018 18:54,12/2/2018 19:00,IP Address,108.31.121.116,100,393,TRUE,12/2/2018 19:00,R_2OSyiffBPXF3pWs,,,,,39.17300415,-77.1855011,anonymous,EN,Male,,United States - Maryland,Independent,,18-24,,,,,0,0,329.312,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,1,5.169,31.075,32.287,5,Treatment,23633
12/2/2018 18:58,12/2/2018 19:00,IP Address,45.20.238.42,100,134,TRUE,12/2/2018 19:00,R_eY8SJV07jiB92KJ,,,,,30.17160034,-95.49849701,anonymous,EN,Female,,USA - Texas,Republican,,36-48,,,,,13.631,18.166,24.852,2,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,5,10.36,78.055,78.769,7,Treatment,91047
12/2/2018 18:56,12/2/2018 19:00,IP Address,71.89.62.152,100,267,TRUE,12/2/2018 19:00,R_DC9Q5eLCWNDia41,,,,,44.96539307,-89.70659637,anonymous,EN,Male,,"Wisconsin, United States ",Democratic,,26-35,3.725,188.543,191.62,34,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,4,1.559,29.952,30.605,27,Control,83667
12/2/2018 18:55,12/2/2018 19:00,IP Address,100.36.38.198,100,336,TRUE,12/2/2018 19:00,R_3PnqIJve78GkV1z,,,,,38.93179321,-77.35269928,anonymous,EN,Female,,"Fairfax County, VA",Democratic,,26-35,,,,,39.318,52.125,231.921,33,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,2.09,14.049,14.542,5,Treatment,88540
12/2/2018 18:55,12/2/2018 19:01,IP Address,73.81.147.133,100,309,TRUE,12/2/2018 19:01,R_263FmYzOXN4bmTL,,,,,40.03689575,-75.06639862,anonymous,EN,Female,,"Philadelphia, PA",Democratic,,18-24,,,,,146.689,186.378,228.948,12,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,4,3.461,47.478,48.221,27,Treatment,62771
12/2/2018 18:56,12/2/2018 19:01,IP Address,24.251.87.43,100,255,TRUE,12/2/2018 19:01,R_1GUewFuqr5ITMOX,,,,,33.43209839,-112.3438034,anonymous,EN,Female,,USA Phoenix,Democratic,,36-48,22.518,22.518,24.235,1,,,,,There is a single global strategy for tuberculosis treatment worldwide,Maybe,3,3,3,4.754,30.578,31.655,8,Control,92827
12/2/2018 18:58,12/2/2018 19:01,IP Address,216.107.42.245,100,172,TRUE,12/2/2018 19:01,R_21H5nGxWB4epHHM,,,,,37.75100708,-97.8219986,anonymous,EN,Male,,us,Republican,,26-35,,,,,0,0,2.731,0,Tuberculosis can be treated with diet of gummy bears and diet soda,Yes,4,4,5,6.736,14.584,15.61,7,Treatment,62859
12/2/2018 18:58,12/2/2018 19:01,IP Address,76.171.192.156,100,168,TRUE,12/2/2018 19:01,R_1DoohMvxkfdYRz6,,,,,34.02450562,-118.1560974,anonymous,EN,Male,,Usa Ca.,Republican,,26-35,2.768,86.484,87.012,37,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,No,3,1,4,1.909,36.781,37.338,32,Control,30327
12/2/2018 19:00,12/2/2018 19:01,IP Address,67.240.205.191,100,43,TRUE,12/2/2018 19:01,R_AzCB1E4FuVzKpTb,,,,,43.21279907,-77.9367981,anonymous,EN,Male,,"US, NY",Democratic,,18-24,0,0,2.38,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,2,4,2,0.513,10.977,11.557,9,Control,77736
12/2/2018 19:00,12/2/2018 19:01,IP Address,97.124.101.53,100,97,TRUE,12/2/2018 19:01,R_2TToN6toSUHfQeG,,,,,33.3092041,-111.9197998,anonymous,EN,Male,,"USA, Arizona",Democratic,,26-35,3.862,3.862,53.029,1,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,4,3,1.92,7.93,8.591,12,Control,79855
12/2/2018 18:59,12/2/2018 19:02,IP Address,100.0.27.41,100,175,TRUE,12/2/2018 19:02,R_xuAmqL3TICOqws9,,,,,42.47509766,-71.44830322,anonymous,EN,Female,,"MA, USA",Independent,,36-48,,,,,0,0,95.726,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,3,3,2,17.815,58.964,59.932,7,Treatment,80554
12/2/2018 19:00,12/2/2018 19:02,IP Address,75.165.121.103,100,92,TRUE,12/2/2018 19:02,R_27QBjlNairFOpND,,,,,39.90719604,-77.63600159,anonymous,EN,Male,,"USA, PA",Republican,,49-59,0,0,17.158,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,2,4,13.511,36.695,37.358,7,Control,26784
12/2/2018 18:54,12/2/2018 19:02,IP Address,108.46.151.50,100,443,TRUE,12/2/2018 19:02,R_22X0Uq8OEKp1XcD,,,,,40.72619629,-73.979599,anonymous,EN,Male,,"USA, New York, NY",Democratic,,26-35,344.637,344.637,391.321,1,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,3,0.902,23.126,23.7,6,Control,61123
12/2/2018 18:58,12/2/2018 19:02,IP Address,192.171.18.169,100,218,TRUE,12/2/2018 19:02,R_2wMqPBvOLfs47xF,,,,,25.78059387,-80.18260193,anonymous,EN,Male,,"FL, United States",Republican,,18-24,,,,,0,0,167.488,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,2,7.372,29.957,30.745,6,Treatment,55760
12/2/2018 18:58,12/2/2018 19:02,IP Address,69.146.37.142,100,206,TRUE,12/2/2018 19:02,R_3nJgReqbpWDgYjs,,,,,40.25410461,-103.8031006,anonymous,EN,Male,,USA CO,Independent,,36-48,8.198,9.162,147.438,2,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,8.579,32.68,34.085,10,Control,43744
12/2/2018 18:53,12/2/2018 19:02,IP Address,74.240.24.190,100,518,TRUE,12/2/2018 19:02,R_0NDgbWwuLr8cH0R,,,,,31.58580017,-90.45200348,anonymous,EN,Female,,United States of America Mississippi,Republican,,59 or older,51.336,405.196,422.652,8,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,15.324,30.285,31.085,16,Control,31755
12/2/2018 18:55,12/2/2018 19:02,IP Address,174.196.129.65,100,423,TRUE,12/2/2018 19:02,R_3lsRZspOrmQ4ArT,,,,,35.79910278,-83.8852005,anonymous,EN,Male,,Tennessee,Democratic,,36-48,0,0,338.437,0,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,8.182,37.106,37.312,9,Control,95166
12/2/2018 18:55,12/2/2018 19:02,IP Address,99.195.30.70,100,402,TRUE,12/2/2018 19:02,R_2t4D2rdsSvLeLuv,,,,,30.49780273,-92.57360077,anonymous,EN,Female,,united states arkansas,Republican,,26-35,20.062,242.639,268.137,2,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,5,12.659,37.104,38.159,8,Control,60805
12/2/2018 18:58,12/2/2018 19:02,IP Address,67.39.144.62,100,216,TRUE,12/2/2018 19:02,R_cNlkMbxSZVCmgud,,,,,32.82150269,-80.05680084,anonymous,EN,Female,,"United States, South Carolina",Democratic,,Below 18,0.901,18.946,123.08,9,,,,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,3,4,6.273,16.916,17.344,18,Control,65061
12/2/2018 18:54,12/2/2018 19:02,IP Address,216.107.48.156,100,492,TRUE,12/2/2018 19:02,R_2fcFoabkVq8uOhb,,,,,37.75100708,-97.8219986,anonymous,EN,Male,,NEW YORK,Republican,,26-35,,,,,0,0,348.343,0,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,34.084,62.516,63.299,5,Treatment,35320
12/2/2018 19:01,12/2/2018 19:02,IP Address,69.122.204.58,100,71,TRUE,12/2/2018 19:02,R_3HMHdo4cH3zD4M5,,,,,41.1322937,-73.40579987,anonymous,EN,Male,,"Connecticut, United States",Independent,,18-24,,,,,0,0,3.798,0,There is a single global strategy for tuberculosis treatment worldwide,Maybe,2,1,4,7.572,37.566,38.725,9,Treatment,54100
